student_id,week,avg_session_time,videos_completed,assignments_submitted,forum_posts,gpa_trend,created_at
130,4,21.8,5,0,1,2.64,2026-04-08T17:41:32.307679Z
130,5,6.5,4,2,1,2.44,2026-04-09T17:41:32.307679Z
130,6,2.7,4,5,2,2.56,2026-04-16T17:41:32.307679Z
130,7,1.0,2,0,0,2.37,2026-04-28T17:41:32.307679Z
130,8,1.0,0,1,1,2.44,2026-05-06T17:41:32.307679Z
131,1,31.0,5,3,3,2.81,2026-03-16T17:41:32.307679Z
131,2,30.8,4,2,2,2.76,2026-03-25T17:41:32.307679Z
131,3,34.2,2,4,2,2.88,2026-03-26T17:41:32.307679Z
131,4,30.5,4,4,1,2.73,2026-04-03T17:41:32.307679Z
131,5,25.9,4,4,1,2.79,2026-04-11T17:41:32.307679Z
131,6,21.7,3,2,1,2.69,2026-04-16T17:41:32.307679Z
131,7,23.5,5,3,3,2.51,2026-04-24T17:41:32.307679Z
131,8,30.3,6,4,2,2.47,2026-05-02T17:41:32.307679Z
132,1,39.8,4,5,0,3.91,2026-03-13T17:41:32.307679Z
132,2,34.7,4,4,0,3.97,2026-03-19T17:41:32.307679Z
132,3,34.9,3,5,3,3.91,2026-03-29T17:41:32.307679Z
132,4,26.2,3,2,2,3.76,2026-04-03T17:41:32.307679Z
132,5,24.4,3,2,2,3.73,2026-04-13T17:41:32.307679Z
132,6,28.0,3,5,0,3.69,2026-04-19T17:41:32.307679Z
132,7,35.0,1,5,1,3.66,2026-04-25T17:41:32.307679Z
132,8,31.3,3,5,2,3.62,2026-05-01T17:41:32.307679Z
133,1,39.2,2,4,1,3.65,2026-03-16T17:41:32.307679Z
133,2,36.0,4,2,0,3.67,2026-03-24T17:41:32.307679Z
133,3,27.7,3,3,2,3.69,2026-03-29T17:41:32.307679Z
133,4,36.0,1,1,1,3.49,2026-04-02T17:41:32.307679Z
133,5,33.2,7,0,2,3.56,2026-04-12T17:41:32.307679Z
133,6,37.8,2,1,1,3.35,2026-04-19T17:41:32.307679Z
133,7,38.2,2,1,2,3.4,2026-04-25T17:41:32.307679Z
133,8,13.3,0,1,4,3.34,2026-05-05T17:41:32.307679Z
134,1,59.9,5,3,2,2.65,2026-03-17T17:41:32.307679Z
134,2,51.6,4,5,2,2.69,2026-03-25T17:41:32.307679Z
134,3,52.7,8,1,1,2.5,2026-03-28T17:41:32.307679Z
134,4,55.6,7,0,0,2.49,2026-04-03T17:41:32.307679Z
134,5,37.3,5,3,2,2.55,2026-04-12T17:41:32.307679Z
134,6,41.3,5,1,1,2.43,2026-04-19T17:41:32.307679Z
134,7,21.8,3,1,1,2.3,2026-04-27T17:41:32.307679Z
134,8,21.0,4,1,0,2.37,2026-04-30T17:41:32.307679Z
135,1,56.0,5,2,2,2.61,2026-03-16T17:41:32.307679Z
135,2,53.9,5,5,1,2.57,2026-03-25T17:41:32.307679Z
135,3,57.0,4,4,3,2.49,2026-04-01T17:41:32.307679Z
135,4,47.4,3,0,2,2.53,2026-04-06T17:41:32.307679Z
135,5,39.8,6,1,2,2.33,2026-04-09T17:41:32.307679Z
135,6,44.9,7,2,2,2.35,2026-04-18T17:41:32.307679Z
135,7,39.8,0,2,2,2.21,2026-04-28T17:41:32.307679Z
135,8,47.1,3,3,2,2.18,2026-05-02T17:41:32.307679Z
136,1,43.0,1,0,2,3.15,2026-03-14T17:41:32.307679Z
136,2,40.1,5,2,4,3.23,2026-03-22T17:41:32.307679Z
136,3,32.5,3,0,1,3.2,2026-03-28T17:41:32.307679Z
136,4,31.8,5,2,2,3.03,2026-04-07T17:41:32.307679Z
136,5,28.6,5,1,2,2.97,2026-04-11T17:41:32.307679Z
136,6,10.6,6,4,2,2.96,2026-04-17T17:41:32.307679Z
136,7,9.9,4,5,2,2.94,2026-04-23T17:41:32.307679Z
136,8,18.1,3,5,3,2.9,2026-05-02T17:41:32.307679Z
137,1,49.9,6,3,1,3.33,2026-03-16T17:41:32.307679Z
137,2,51.7,2,2,2,3.21,2026-03-24T17:41:32.307679Z
137,3,49.6,2,0,2,3.14,2026-03-30T17:41:32.307679Z
137,4,35.5,2,5,1,3.17,2026-04-03T17:41:32.307679Z
137,5,40.2,1,1,1,3.01,2026-04-12T17:41:32.307679Z
137,6,38.9,4,4,0,3.12,2026-04-19T17:41:32.307679Z
137,7,21.6,5,5,1,3.01,2026-04-25T17:41:32.307679Z
137,8,35.8,4,1,1,2.96,2026-05-03T17:41:32.307679Z
138,1,50.3,5,3,2,3.39,2026-03-16T17:41:32.307679Z
138,2,47.3,4,2,1,3.26,2026-03-25T17:41:32.307679Z
138,3,47.8,5,5,2,3.15,2026-03-28T17:41:32.307679Z
138,4,34.9,5,2,2,3.16,2026-04-08T17:41:32.307679Z
138,5,44.4,0,1,1,3.2,2026-04-12T17:41:32.307679Z
138,6,30.1,2,3,3,3.07,2026-04-22T17:41:32.307679Z
138,7,26.2,0,4,3,3.07,2026-04-24T17:41:32.307679Z
138,8,29.9,0,2,3,3.04,2026-05-01T17:41:32.307679Z
139,1,28.1,3,6,1,3.18,2026-03-18T17:41:32.307679Z
139,2,23.8,5,1,2,3.16,2026-03-24T17:41:32.307679Z
139,3,24.3,0,3,0,2.93,2026-04-01T17:41:32.307679Z
139,4,25.0,5,2,1,2.92,2026-04-06T17:41:32.307679Z
139,5,22.3,7,1,3,2.85,2026-04-14T17:41:32.307679Z
139,6,32.9,4,4,1,2.79,2026-04-16T17:41:32.307679Z
139,7,25.1,5,4,2,2.86,2026-04-29T17:41:32.307679Z
139,8,29.8,0,1,0,2.69,2026-05-01T17:41:32.307679Z
140,1,37.0,7,1,2,3.39,2026-03-12T17:41:32.307679Z
140,2,37.1,7,3,2,3.22,2026-03-19T17:41:32.307679Z
140,3,31.9,4,3,1,3.33,2026-03-28T17:41:32.307679Z
140,4,38.2,4,4,0,3.2,2026-04-08T17:41:32.307679Z
140,5,25.3,3,2,2,3.07,2026-04-14T17:41:32.307679Z
140,6,17.6,3,2,0,3.09,2026-04-18T17:41:32.307679Z
140,7,26.2,1,2,1,3.1,2026-04-26T17:41:32.307679Z
140,8,22.4,4,4,2,3.01,2026-04-30T17:41:32.307679Z
141,1,44.8,0,4,1,2.63,2026-03-15T17:41:32.307679Z
141,2,46.4,5,1,3,2.5,2026-03-21T17:41:32.307679Z
141,3,32.6,3,2,2,2.46,2026-03-29T17:41:32.307679Z
141,4,33.2,6,2,3,2.36,2026-04-05T17:41:32.307679Z
141,5,45.0,0,3,1,2.39,2026-04-13T17:41:32.307679Z
141,6,20.2,2,3,2,2.39,2026-04-18T17:41:32.307679Z
141,7,25.5,3,3,1,2.28,2026-04-26T17:41:32.307679Z
141,8,3.7,1,3,0,2.26,2026-05-05T17:41:32.307679Z
142,1,54.1,0,5,2,2.61,2026-03-12T17:41:32.307679Z
142,2,42.5,4,3,0,2.68,2026-03-20T17:41:32.307679Z
142,3,50.0,0,6,1,2.51,2026-03-29T17:41:32.307679Z
142,4,36.9,3,2,0,2.51,2026-04-08T17:41:32.307679Z
142,5,48.0,1,1,2,2.54,2026-04-11T17:41:32.307679Z
142,6,29.3,6,3,1,2.44,2026-04-21T17:41:32.307679Z
142,7,28.7,4,1,1,2.38,2026-04-27T17:41:32.307679Z
142,8,19.0,3,1,2,2.38,2026-05-04T17:41:32.307679Z
143,1,19.3,5,5,1,3.76,2026-03-18T17:41:32.307679Z
143,2,23.7,5,5,2,3.72,2026-03-19T17:41:32.307679Z
143,3,14.1,1,2,1,3.58,2026-03-26T17:41:32.307679Z
143,4,17.0,6,5,1,3.43,2026-04-05T17:41:32.307679Z
143,5,15.2,3,2,0,3.56,2026-04-14T17:41:32.307679Z
143,6,1.0,2,0,2,3.44,2026-04-20T17:41:32.307679Z
143,7,1.0,8,3,3,3.4,2026-04-23T17:41:32.307679Z
143,8,1.0,2,4,3,3.24,2026-05-03T17:41:32.307679Z
144,1,38.3,8,0,2,3.53,2026-03-18T17:41:32.307679Z
144,2,40.2,4,1,3,3.33,2026-03-22T17:41:32.307679Z
144,3,42.3,3,1,1,3.36,2026-03-30T17:41:32.307679Z
144,4,21.3,4,3,3,3.24,2026-04-03T17:41:32.307679Z
144,5,33.2,0,4,2,3.18,2026-04-15T17:41:32.307679Z
144,6,42.1,1,3,1,3.15,2026-04-17T17:41:32.307679Z
144,7,28.3,0,1,2,3.16,2026-04-28T17:41:32.307679Z
144,8,30.9,2,2,3,3.12,2026-05-05T17:41:32.307679Z
145,1,52.0,4,4,0,3.8,2026-03-14T17:41:32.307679Z
145,2,51.0,3,4,2,3.78,2026-03-23T17:41:32.307679Z
145,3,42.5,7,1,1,3.76,2026-03-26T17:41:32.307679Z
145,4,49.0,3,5,4,3.74,2026-04-07T17:41:32.307679Z
145,5,38.7,7,3,1,3.61,2026-04-09T17:41:32.307679Z
145,6,54.3,6,2,2,3.57,2026-04-19T17:41:32.307679Z
145,7,48.0,4,4,2,3.55,2026-04-25T17:41:32.307679Z
145,8,17.3,3,3,1,3.56,2026-05-02T17:41:32.307679Z
146,1,50.8,6,1,0,3.43,2026-03-12T17:41:32.307679Z
146,2,48.1,6,6,1,3.29,2026-03-23T17:41:32.307679Z
146,3,47.6,2,2,2,3.34,2026-03-27T17:41:32.307679Z
146,4,45.2,5,4,0,3.15,2026-04-03T17:41:32.307679Z
146,5,31.9,3,2,1,3.14,2026-04-14T17:41:32.307679Z
146,6,29.2,5,4,2,3.1,2026-04-18T17:41:32.307679Z
146,7,21.3,3,3,2,3.11,2026-04-27T17:41:32.307679Z
146,8,38.8,3,4,1,3.06,2026-05-02T17:41:32.307679Z
147,1,61.0,4,4,2,3.23,2026-03-17T17:41:32.307679Z
147,2,54.0,5,5,2,3.18,2026-03-23T17:41:32.307679Z
147,3,54.9,5,6,4,2.96,2026-04-01T17:41:32.307679Z
147,4,41.2,3,2,0,2.98,2026-04-02T17:41:32.307679Z
147,5,42.1,4,3,0,3.0,2026-04-09T17:41:32.307679Z
147,6,42.6,1,3,2,2.97,2026-04-18T17:41:32.307679Z
147,7,27.0,0,5,1,2.83,2026-04-25T17:41:32.307679Z
147,8,23.2,3,5,2,2.87,2026-05-04T17:41:32.307679Z
148,1,50.8,6,2,0,3.54,2026-03-18T17:41:32.307679Z
148,2,38.4,3,6,3,3.51,2026-03-23T17:41:32.307679Z
148,3,38.0,4,1,3,3.57,2026-03-30T17:41:32.307679Z
148,4,40.4,6,1,2,3.53,2026-04-04T17:41:32.307679Z
148,5,25.1,5,0,2,3.51,2026-04-14T17:41:32.307679Z
148,6,43.7,5,4,1,3.33,2026-04-20T17:41:32.307679Z
148,7,44.5,1,3,2,3.38,2026-04-24T17:41:32.307679Z
148,8,7.2,1,4,1,3.3,2026-05-04T17:41:32.307679Z
149,1,26.2,0,5,0,2.98,2026-03-13T17:41:32.307679Z
149,2,20.3,3,3,2,2.89,2026-03-22T17:41:32.307679Z
149,3,17.8,6,3,0,2.76,2026-04-01T17:41:32.307679Z
149,4,19.8,0,2,2,2.82,2026-04-03T17:41:32.307679Z
149,5,9.5,7,1,0,2.83,2026-04-09T17:41:32.307679Z
149,6,32.4,1,6,1,2.71,2026-04-21T17:41:32.307679Z
149,7,1.0,2,3,2,2.71,2026-04-27T17:41:32.307679Z
149,8,30.8,6,1,1,2.61,2026-05-03T17:41:32.307679Z
150,1,30.6,5,1,1,2.77,2026-03-16T17:41:32.307679Z
150,2,32.8,4,1,2,2.68,2026-03-20T17:41:32.307679Z
150,3,16.8,8,1,1,2.62,2026-03-30T17:41:32.307679Z
150,4,25.6,1,3,2,2.61,2026-04-03T17:41:32.307679Z
150,5,9.5,9,0,2,2.6,2026-04-10T17:41:32.307679Z
150,6,30.5,0,2,1,2.53,2026-04-16T17:41:32.307679Z
150,7,1.0,3,2,2,2.41,2026-04-27T17:41:32.307679Z
150,8,14.4,2,4,2,2.5,2026-05-05T17:41:32.307679Z
151,1,47.6,4,5,3,3.69,2026-03-14T17:41:32.307679Z
151,2,45.9,4,3,2,3.65,2026-03-21T17:41:32.307679Z
151,3,46.2,0,2,1,3.75,2026-03-29T17:41:32.307679Z
151,4,48.5,2,2,1,3.63,2026-04-08T17:41:32.307679Z
151,5,22.5,3,2,2,3.66,2026-04-14T17:41:32.307679Z
151,6,42.1,4,2,2,3.52,2026-04-17T17:41:32.307679Z
151,7,44.9,6,2,1,3.38,2026-04-27T17:41:32.307679Z
151,8,24.7,2,5,2,3.44,2026-05-05T17:41:32.307679Z
152,1,44.9,5,4,2,3.45,2026-03-18T17:41:32.307679Z
152,2,40.6,6,1,1,3.35,2026-03-25T17:41:32.307679Z
152,3,33.4,2,3,1,3.45,2026-03-31T17:41:32.307679Z
152,4,43.3,4,2,0,3.3,2026-04-08T17:41:32.307679Z
152,5,23.6,3,2,1,3.33,2026-04-12T17:41:32.307679Z
152,6,44.2,4,2,2,3.18,2026-04-19T17:41:32.307679Z
152,7,25.7,5,3,2,3.07,2026-04-26T17:41:32.307679Z
152,8,26.9,5,3,2,3.13,2026-05-04T17:41:32.307679Z
153,1,48.9,6,3,2,2.66,2026-03-18T17:41:32.307679Z
153,2,42.7,2,1,1,2.58,2026-03-20T17:41:32.307679Z
153,3,33.3,4,1,2,2.58,2026-03-30T17:41:32.307679Z
153,4,35.6,5,3,2,2.63,2026-04-02T17:41:32.307679Z
153,5,35.3,5,3,3,2.53,2026-04-09T17:41:32.307679Z
153,6,32.5,3,3,0,2.37,2026-04-21T17:41:32.307679Z
153,7,16.5,5,3,1,2.3,2026-04-28T17:41:32.307679Z
153,8,10.6,0,4,3,2.4,2026-05-01T17:41:32.307679Z
154,1,52.5,4,1,1,3.88,2026-03-16T17:41:32.307679Z
154,2,48.3,4,6,3,3.75,2026-03-22T17:41:32.307679Z
154,3,51.9,2,2,3,3.78,2026-04-01T17:41:32.307679Z
154,4,39.5,3,3,4,3.62,2026-04-03T17:41:32.307679Z
154,5,42.3,5,3,2,3.51,2026-04-13T17:41:32.307679Z
154,6,51.8,5,1,2,3.47,2026-04-20T17:41:32.307679Z
154,7,23.3,5,0,3,3.47,2026-04-28T17:41:32.307679Z
154,8,35.6,3,2,3,3.42,2026-04-30T17:41:32.307679Z
155,1,30.6,0,3,2,2.81,2026-03-16T17:41:32.307679Z
155,2,30.5,6,3,2,2.8,2026-03-22T17:41:32.307679Z
155,3,24.3,3,2,2,2.64,2026-03-29T17:41:32.307679Z
155,4,23.1,7,2,1,2.74,2026-04-05T17:41:32.307679Z
155,5,19.1,2,3,3,2.62,2026-04-13T17:41:32.307679Z
155,6,4.7,2,3,2,2.6,2026-04-22T17:41:32.307679Z
155,7,10.8,1,2,0,2.6,2026-04-28T17:41:32.307679Z
155,8,1.0,3,4,3,2.46,2026-05-02T17:41:32.307679Z
156,1,41.4,4,3,1,2.69,2026-03-12T17:41:32.307679Z
156,2,33.8,2,4,2,2.75,2026-03-21T17:41:32.307679Z
156,3,33.4,3,5,2,2.59,2026-03-30T17:41:32.307679Z
156,4,27.2,2,1,1,2.52,2026-04-06T17:41:32.307679Z
156,5,35.3,3,4,3,2.54,2026-04-15T17:41:32.307679Z
156,6,25.9,5,4,0,2.57,2026-04-21T17:41:32.307679Z
156,7,7.0,2,3,2,2.34,2026-04-29T17:41:32.307679Z
156,8,7.3,0,2,2,2.29,2026-04-30T17:41:32.307679Z
157,1,25.2,3,5,2,3.77,2026-03-17T17:41:32.307679Z
157,2,20.7,6,1,1,3.74,2026-03-25T17:41:32.307679Z
157,3,19.6,3,2,2,3.6,2026-03-31T17:41:32.307679Z
157,4,13.1,5,1,1,3.53,2026-04-02T17:41:32.307679Z
157,5,8.2,4,1,0,3.59,2026-04-10T17:41:32.307679Z
157,6,10.8,4,2,1,3.45,2026-04-20T17:41:32.307679Z
157,7,19.3,1,5,3,3.31,2026-04-25T17:41:32.307679Z
157,8,21.8,1,2,2,3.4,2026-05-02T17:41:32.307679Z
158,1,26.3,4,1,1,2.52,2026-03-17T17:41:32.307679Z
158,2,28.2,3,3,1,2.44,2026-03-24T17:41:32.307679Z
158,3,31.5,5,2,0,2.4,2026-03-31T17:41:32.307679Z
158,4,16.3,5,3,1,2.51,2026-04-07T17:41:32.307679Z
158,5,11.4,5,0,1,2.47,2026-04-13T17:41:32.307679Z
158,6,8.0,6,5,2,2.32,2026-04-21T17:41:32.307679Z
158,7,2.5,4,1,1,2.27,2026-04-25T17:41:32.307679Z
158,8,7.3,2,1,2,2.3,2026-04-30T17:41:32.307679Z
159,1,32.1,5,2,2,3.42,2026-03-13T17:41:32.307679Z
159,2,24.9,4,0,0,3.34,2026-03-25T17:41:32.307679Z
159,3,33.7,0,3,2,3.28,2026-04-01T17:41:32.307679Z
159,4,31.6,3,3,2,3.23,2026-04-03T17:41:32.307679Z
159,5,26.4,0,4,1,3.24,2026-04-11T17:41:32.307679Z
159,6,9.2,4,1,2,3.06,2026-04-21T17:41:32.307679Z
159,7,16.9,2,2,3,2.97,2026-04-27T17:41:32.307679Z
159,8,25.6,2,1,3,3.05,2026-05-01T17:41:32.307679Z
160,1,36.1,4,4,2,3.9,2026-03-12T17:41:32.307679Z
160,2,31.9,6,1,2,3.87,2026-03-23T17:41:32.307679Z
160,3,30.0,7,3,0,3.75,2026-03-29T17:41:32.307679Z
160,4,23.5,1,3,1,3.77,2026-04-03T17:41:32.307679Z
160,5,19.3,7,3,0,3.74,2026-04-12T17:41:32.307679Z
160,6,16.9,4,2,0,3.7,2026-04-19T17:41:32.307679Z
160,7,27.6,5,1,2,3.64,2026-04-29T17:41:32.307679Z
160,8,23.1,1,2,1,3.54,2026-05-02T17:41:32.307679Z
161,1,52.4,8,2,2,4.04,2026-03-12T17:41:32.307679Z
161,2,56.3,6,3,0,3.83,2026-03-19T17:41:32.307679Z
161,3,44.6,5,4,2,3.84,2026-03-31T17:41:32.307679Z
161,4,52.9,7,3,1,3.79,2026-04-04T17:41:32.307679Z
161,5,53.6,2,3,1,3.74,2026-04-10T17:41:32.307679Z
161,6,28.5,3,4,3,3.62,2026-04-22T17:41:32.307679Z
161,7,41.5,1,0,0,3.62,2026-04-28T17:41:32.307679Z
161,8,25.2,1,3,3,3.65,2026-05-02T17:41:32.307679Z
162,1,35.5,4,3,2,3.16,2026-03-14T17:41:32.307679Z
162,2,30.3,7,2,1,3.16,2026-03-22T17:41:32.307679Z
162,3,26.2,4,6,2,3.16,2026-03-26T17:41:32.307679Z
162,4,21.9,5,2,1,3.17,2026-04-08T17:41:32.307679Z
162,5,11.7,5,4,1,3.08,2026-04-14T17:41:32.307679Z
162,6,25.2,3,2,2,3.03,2026-04-20T17:41:32.307679Z
162,7,9.5,0,2,1,3.05,2026-04-23T17:41:32.307679Z
162,8,6.3,0,1,1,2.94,2026-05-01T17:41:32.307679Z
163,1,17.9,2,2,2,3.92,2026-03-12T17:41:32.307679Z
163,2,19.4,3,0,3,3.91,2026-03-21T17:41:32.307679Z
163,3,16.9,4,2,1,3.81,2026-03-29T17:41:32.307679Z
163,4,15.8,5,1,1,3.68,2026-04-07T17:41:32.307679Z
163,5,7.5,2,2,2,3.8,2026-04-11T17:41:32.307679Z
163,6,1.0,5,3,3,3.74,2026-04-21T17:41:32.307679Z
163,7,1.0,4,3,3,3.67,2026-04-29T17:41:32.307679Z
163,8,1.0,3,3,1,3.66,2026-05-05T17:41:32.307679Z
164,1,34.5,4,0,3,3.19,2026-03-18T17:41:32.307679Z
164,2,28.5,6,2,3,3.12,2026-03-20T17:41:32.307679Z
164,3,19.2,3,2,2,3.04,2026-03-27T17:41:32.307679Z
164,4,28.8,3,0,0,2.99,2026-04-04T17:41:32.307679Z
164,5,29.0,4,0,1,2.96,2026-04-14T17:41:32.307679Z
164,6,19.7,5,4,2,2.76,2026-04-18T17:41:32.307679Z
164,7,7.0,1,3,0,2.8,2026-04-27T17:41:32.307679Z
164,8,30.0,1,2,2,2.74,2026-05-05T17:41:32.307679Z
165,1,38.9,2,4,1,3.3,2026-03-14T17:41:32.307679Z
165,2,41.9,4,1,1,3.3,2026-03-22T17:41:32.307679Z
165,3,27.2,3,2,1,3.3,2026-03-26T17:41:32.307679Z
165,4,24.3,5,2,0,3.12,2026-04-06T17:41:32.307679Z
165,5,37.9,4,2,2,3.11,2026-04-10T17:41:32.307679Z
165,6,16.7,9,7,1,3.06,2026-04-18T17:41:32.307679Z
165,7,12.1,1,2,1,3.08,2026-04-28T17:41:32.307679Z
165,8,6.1,3,1,1,3.02,2026-05-03T17:41:32.307679Z
166,1,46.8,6,1,3,2.98,2026-03-17T17:41:32.307679Z
166,2,53.3,4,1,2,2.97,2026-03-22T17:41:32.307679Z
166,3,43.3,4,5,1,2.84,2026-03-29T17:41:32.307679Z
166,4,31.5,4,3,3,2.77,2026-04-02T17:41:32.307679Z
166,5,22.7,0,1,1,2.67,2026-04-10T17:41:32.307679Z
166,6,38.8,5,3,3,2.72,2026-04-17T17:41:32.307679Z
166,7,36.6,4,2,1,2.65,2026-04-24T17:41:32.307679Z
166,8,21.5,3,2,1,2.6,2026-05-02T17:41:32.307679Z
167,1,57.1,8,4,1,3.87,2026-03-15T17:41:32.307679Z
167,2,45.4,2,1,2,3.86,2026-03-19T17:41:32.307679Z
167,3,47.4,7,2,0,3.68,2026-04-01T17:41:32.307679Z
167,4,50.9,5,3,1,3.76,2026-04-06T17:41:32.307679Z
167,5,39.2,4,2,2,3.68,2026-04-15T17:41:32.307679Z
167,6,48.2,0,1,2,3.7,2026-04-22T17:41:32.307679Z
167,7,35.2,1,5,0,3.61,2026-04-29T17:41:32.307679Z
167,8,41.9,3,0,2,3.55,2026-05-04T17:41:32.307679Z
168,1,31.2,9,3,0,2.51,2026-03-17T17:41:32.307679Z
168,2,31.4,3,1,2,2.46,2026-03-24T17:41:32.307679Z
168,3,17.6,1,1,1,2.52,2026-03-30T17:41:32.307679Z
168,4,26.4,5,2,3,2.45,2026-04-06T17:41:32.307679Z
168,5,22.5,4,4,3,2.32,2026-04-11T17:41:32.307679Z
168,6,23.9,6,1,0,2.3,2026-04-19T17:41:32.307679Z
168,7,1.0,4,2,1,2.21,2026-04-29T17:41:32.307679Z
168,8,1.0,4,3,3,2.22,2026-05-05T17:41:32.307679Z
169,1,59.1,3,2,2,3.74,2026-03-12T17:41:32.307679Z
169,2,50.6,7,2,4,3.78,2026-03-23T17:41:32.307679Z
169,3,50.5,6,3,2,3.71,2026-03-31T17:41:32.307679Z
169,4,43.0,5,3,3,3.55,2026-04-06T17:41:32.307679Z
169,5,47.6,3,0,3,3.49,2026-04-11T17:41:32.307679Z
169,6,51.7,1,1,1,3.5,2026-04-20T17:41:32.307679Z
169,7,20.0,3,2,0,3.46,2026-04-23T17:41:32.307679Z
169,8,30.6,3,1,2,3.43,2026-05-06T17:41:32.307679Z
170,1,57.6,2,1,2,3.53,2026-03-15T17:41:32.307679Z
170,2,52.5,0,3,3,3.53,2026-03-24T17:41:32.307679Z
170,3,56.3,4,4,1,3.47,2026-04-01T17:41:32.307679Z
170,4,39.1,3,1,4,3.42,2026-04-03T17:41:32.307679Z
170,5,54.5,3,2,2,3.42,2026-04-15T17:41:32.307679Z
170,6,53.5,2,3,1,3.33,2026-04-18T17:41:32.307679Z
170,7,28.3,1,0,2,3.24,2026-04-24T17:41:32.307679Z
170,8,26.9,5,4,0,3.16,2026-05-04T17:41:32.307679Z
171,1,62.0,4,6,0,3.44,2026-03-13T17:41:32.307679Z
171,2,59.7,5,3,1,3.39,2026-03-23T17:41:32.307679Z
171,3,53.7,4,1,2,3.44,2026-03-29T17:41:32.307679Z
171,4,40.6,3,2,1,3.37,2026-04-04T17:41:32.307679Z
171,5,34.5,2,3,0,3.34,2026-04-13T17:41:32.307679Z
171,6,47.7,2,3,2,3.2,2026-04-19T17:41:32.307679Z
171,7,26.3,7,1,2,3.27,2026-04-28T17:41:32.307679Z
171,8,36.6,0,1,1,3.05,2026-05-05T17:41:32.307679Z
172,1,31.6,0,3,4,3.35,2026-03-18T17:41:32.307679Z
172,2,29.3,7,2,2,3.17,2026-03-20T17:41:32.307679Z
172,3,30.2,3,1,2,3.13,2026-04-01T17:41:32.307679Z
172,4,35.3,1,2,1,3.23,2026-04-08T17:41:32.307679Z
172,5,26.9,4,4,1,3.14,2026-04-14T17:41:32.307679Z
172,6,27.0,3,3,1,3.09,2026-04-19T17:41:32.307679Z
172,7,19.3,5,3,3,2.91,2026-04-26T17:41:32.307679Z
172,8,1.0,1,3,1,2.96,2026-05-02T17:41:32.307679Z
173,1,43.6,8,2,0,3.52,2026-03-12T17:41:32.307679Z
173,2,39.2,3,2,1,3.32,2026-03-24T17:41:32.307679Z
173,3,35.6,0,3,1,3.27,2026-03-31T17:41:32.307679Z
173,4,32.2,1,3,0,3.39,2026-04-02T17:41:32.307679Z
173,5,31.3,2,1,2,3.18,2026-04-15T17:41:32.307679Z
173,6,38.1,3,2,2,3.23,2026-04-22T17:41:32.307679Z
173,7,17.7,5,1,1,3.08,2026-04-25T17:41:32.307679Z
173,8,30.6,2,0,0,3.16,2026-05-04T17:41:32.307679Z
174,1,38.2,4,2,3,2.55,2026-03-13T17:41:32.307679Z
174,2,24.6,9,5,0,2.48,2026-03-22T17:41:32.307679Z
174,3,37.3,5,2,3,2.44,2026-04-01T17:41:32.307679Z
174,4,30.2,4,3,2,2.54,2026-04-07T17:41:32.307679Z
174,5,18.2,4,6,1,2.5,2026-04-12T17:41:32.307679Z
174,6,33.1,1,3,1,2.3,2026-04-16T17:41:32.307679Z
174,7,1.0,1,4,2,2.28,2026-04-25T17:41:32.307679Z
174,8,1.0,2,3,1,2.35,2026-04-30T17:41:32.307679Z
175,1,41.2,8,2,2,3.78,2026-03-13T17:41:32.307679Z
175,2,38.9,4,4,3,3.72,2026-03-19T17:41:32.307679Z
175,3,36.0,4,1,0,3.6,2026-03-27T17:41:32.307679Z
175,4,33.8,1,2,0,3.5,2026-04-02T17:41:32.307679Z
175,5,22.4,4,4,0,3.54,2026-04-09T17:41:32.307679Z
175,6,20.8,6,3,1,3.54,2026-04-19T17:41:32.307679Z
175,7,43.1,1,1,2,3.49,2026-04-23T17:41:32.307679Z
175,8,24.0,3,4,1,3.35,2026-05-04T17:41:32.307679Z
176,1,32.6,0,3,1,3.79,2026-03-16T17:41:32.307679Z
176,2,29.6,6,0,2,3.75,2026-03-20T17:41:32.307679Z
176,3,31.3,5,2,2,3.67,2026-03-30T17:41:32.307679Z
176,4,33.0,4,3,3,3.6,2026-04-05T17:41:32.307679Z
176,5,21.8,0,1,2,3.57,2026-04-14T17:41:32.307679Z
176,6,35.6,2,4,0,3.6,2026-04-21T17:41:32.307679Z
176,7,32.9,3,3,3,3.42,2026-04-25T17:41:32.307679Z
176,8,36.9,3,3,1,3.51,2026-05-04T17:41:32.307679Z
177,1,33.9,1,3,1,3.96,2026-03-13T17:41:32.307679Z
177,2,37.8,2,1,2,3.97,2026-03-24T17:41:32.307679Z
177,3,28.6,4,5,1,3.9,2026-03-26T17:41:32.307679Z
177,4,31.7,4,4,2,3.8,2026-04-08T17:41:32.307679Z
177,5,27.4,0,1,4,3.73,2026-04-15T17:41:32.307679Z
177,6,13.0,2,3,3,3.68,2026-04-16T17:41:32.307679Z
177,7,31.5,0,2,0,3.6,2026-04-27T17:41:32.307679Z
177,8,18.3,1,4,1,3.61,2026-04-30T17:41:32.307679Z
178,1,44.5,7,1,0,3.44,2026-03-13T17:41:32.307679Z
178,2,50.1,3,4,1,3.48,2026-03-22T17:41:32.307679Z
178,3,36.2,7,5,2,3.36,2026-03-28T17:41:32.307679Z
178,4,45.8,4,2,1,3.35,2026-04-03T17:41:32.307679Z
178,5,47.0,4,0,2,3.31,2026-04-14T17:41:32.307679Z
178,6,35.6,3,3,2,3.15,2026-04-18T17:41:32.307679Z
